pl_name,soltype,disc_refname,hd_name,pl_masse,pl_orbper,discoverymethod,cb_flag,sy_dist,pl_insol
HIP 105854 b,Published Confirmed,<a refstr=JONES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A.113J/abstract target=ref> Jones et al. 2014</a>,HD 203949,,184.20000000,Radial Velocity,false,78.6381000,
KOI-1257 b,Published Confirmed,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,,460.83000,86.647660145,Transit,false,,
Kepler-60 d,Published Confirmed,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3.9533333333333333333333333333,11.90004206,Transit,false,1025.1000000,190.37
Kepler-60 b,Published Confirmed,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,8.77250,7.1323270216666666666666666667,Transit,false,1025.1000000,376.66
OGLE-2013-BLG-0341L B b,Published Confirmed,<a refstr=GOULD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345...46G/abstract target=ref>Gould et al. 2014</a>,,1.99000,,Microlensing,false,911.0000000,
Kepler-60 c,Published Confirmed,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,6.96250,8.919249488571428571428571429,Transit,false,1025.1000000,279.385
HD 208487 b,Published Confirmed,<a refstr=TINNEY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...623.1171T/abstract target=ref> Tinney et al. 2005 </a>,HD 208487,,130.01666666666666666666666667,Radial Velocity,false,45.1470000,
HD 27442 b,Published Confirmed,<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>,HD 27442,,421.65000000,Radial Velocity,false,18.2704000,
HD 73267 b,Published Confirmed,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,HD 73267,1391.770595,1255.13789750,Radial Velocity,false,50.4093000,
HD 166724 b,Published Confirmed,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,HD 166724,1207.74795,4947.00000000,Radial Velocity,false,45.1342000,
HD 220689 b,Published Confirmed,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,HD 220689,381.39409,2251.80000000,Radial Velocity,false,46.8778000,
KOI-984 c,Published Confirmed,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,,116.90000,15.05595000,Transit Timing Variations,false,252.6670000,
Kepler-487 c,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,38.652235025,Transit,false,872.3430000,15.04
Kepler-1788 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,2.800119445,Transit,false,560.4450000,
Kepler-1775 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,85.653786335,Transit,false,657.0230000,
HIP 4845 b,Published Confirmed,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,34.15000000,Radial Velocity,false,21.0974000,
Kepler-647 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,16.225447263333333333333333333,Transit,false,1087.8700000,162.79
Kepler-1488 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,39.819212053333333333333333333,Transit,false,905.8250000,73.33
Kepler-1067 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,0.762129575,Transit,false,667.6930000,2761.76
Kepler-1854 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,39.831046465,Transit,false,423.3480000,
K2-264 c,Published Confirmed,<a refstr=RIZZUTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..195R/abstract target=ref>Rizzuto et al. 2018</a>,,,19.66197600,Transit,false,185.6050000,
Kepler-1996 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,92.72976197,Transit,false,440.5610000,
Kepler-616 d,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,38.300553715,Transit,false,945.7750000,
Kepler-196 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,20.739895005,Transit,false,451.3120000,20.73
Kepler-419 b,Published Confirmed,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,807.25070,69.7409546825,Transit,false,1011.3600000,37.42
Kepler-83 d,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,24.60000,5.16986775125,Transit,false,400.4090000,30.21
Kepler-353 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,8.410994246666666666666666667,Transit,false,384.6940000,14.2175
Kepler-267 c,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,6.8773280185714285714285714286,Transit,false,264.9930000,16.0675
HD 181342 b,Published Confirmed,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,HD 181342,,613.05000000,Radial Velocity,false,120.3910000,
OGLE-2015-BLG-0966L b,Published Confirmed,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>,,21.00000,,Microlensing,false,3300.0000000,
Kepler-662 b,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,21.676971286666666666666666667,Transit,false,815.6370000,23.82
Kepler-1930 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,13.02680016,Transit,false,275.6940000,
TOI-3807 b,Published Confirmed,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,330.54154,2.89897270,Transit,false,421.7450000,1230.00
TOI-2096 b,Published Confirmed,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,,,3.11906330,Transit,false,48.4809000,9.40
TOI-1670 c,Published Confirmed,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,,200.23190,40.74976000,Transit,false,168.0670000,
HD 74698 b,Published Confirmed,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,HD 74698,,15.01700000,Radial Velocity,false,52.0648000,123.00
TOI-5205 b,Published Confirmed,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,,343.00000,1.63075700,Transit,false,86.4493000,49.00
TOI-2180 b,Published Confirmed,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,,875.61726,260.47382000,Transit,false,116.6850000,2.71
TOI-2025 b,Published Confirmed,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,1271.31363,8.87208810,Transit,false,335.9850000,
TOI-1246 d,Published Confirmed,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,5.30000,18.65590000,Transit,false,169.4220000,28.00
TOI-4010 c,Published Confirmed,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,,20.31000,5.41465400,Transit,false,177.5040000,112.00
HD 15906 b,Published Confirmed,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,HD 15906,,10.92470900,Transit,false,45.5621000,33.14
TOI-1749 b,Published Confirmed,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,,57.00000,2.38839000,Transit,false,99.5561000,
TOI-4010 b,Published Confirmed,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,,11.00000,1.34833500,Transit,false,177.5040000,714.00
TOI-1246 e,Published Confirmed,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,14.80000,37.92160000,Transit,false,169.4220000,11.00
TOI-4329 b,Published Confirmed,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,143.02278,2.92230000,Transit,false,717.1280000,
TOI-1422 b,Published Confirmed,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,,9.00000,12.99720000,Transit,false,155.1410000,
LHS 1478 b,Published Confirmed,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,,2.33000,1.94953780,Transit,false,18.2276000,
HD 94771 b,Published Confirmed,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,HD 94771,,2164.00000000,Radial Velocity,false,57.7807000,0.27
TOI-1452 b,Published Confirmed,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,,4.82000,11.06201000,Transit,false,30.5212000,1.80
TOI-1518 b,Published Confirmed,<a refstr=CABOT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..218C/abstract target=ref>Cabot et al. 2021</a>,,731.00534,1.90260300,Transit,false,225.8880000,
HIP 54597 b,Published Confirmed,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,,,3250.00000000,Radial Velocity,false,39.7429000,0.01
HIP 9618 b,Published Confirmed,<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>,HD 12572,10.00000,20.77290700,Transit,false,67.5478000,40.30
TOI-1259 A b,Published Confirmed,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,140.16233,3.47797800,Transit,false,118.1060000,
TOI-1278 b,Published Confirmed,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,,5879.82553,14.47567000,Transit,false,75.5759000,
KOI-984 b,Published Confirmed,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,,,4.2881732366666666666666666667,Transit,false,252.6670000,
Kepler-1130 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,3.26663995,Transit,false,249.3430000,
GJ 2056 b,Published Confirmed,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,69.97100000,Radial Velocity,false,28.4434000,
Kepler-1938 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,13.06250374,Transit,false,421.1520000,
Kepler-1804 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,12.288394165,Transit,false,434.4560000,
K2-168 b,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,,15.85314450,Transit,false,243.9350000,
K2-138 f,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,,1.63000,12.757583333333333333333333333,Transit,false,202.5850000,47.01
Kepler-1750 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,205.911440645,Transit,false,1497.3300000,
Kepler-281 d,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,148.272144815,Transit,false,1745.4500000,
K2-132 b,Published Confirmed,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,,156.26641666666666666666666667,9.173255333333333333333333333,Transit,false,609.8180000,
TOI-1516 b,Published Confirmed,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,,1004.33777,2.05601400,Transit,false,247.0540000,
HD 74698 c,Published Confirmed,<a refstr=FRENSCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604420F/abstract target=ref>Frensch et al. 2023</a>,HD 74698,,3449.00000000,Radial Velocity,false,52.0648000,0.09
TOI-2154 b,Published Confirmed,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,292.40213,3.82408010,Transit,false,296.4600000,
TOI-1670 b,Published Confirmed,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,,41.31769,10.98462000,Transit,false,168.0670000,
HIP 9618 c,Published Confirmed,<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>,HD 12572,18.30000,52.56349100,Transit,false,67.5478000,11.70
TOI-1431 b,Published Confirmed,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,HD 201033,991.62463,2.65023700,Transit,false,148.9250000,5300.00
TOI-1246 c,Published Confirmed,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,8.80000,5.90414400,Transit,false,169.4220000,129.00
HD 15906 c,Published Confirmed,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,HD 15906,,21.58329800,Transit,false,45.5621000,13.37
TIC 257060897 b,Published Confirmed,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,212.94503,3.66002800,Transit,false,505.7030000,
Kepler-1823 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,21.10332404,Transit,false,724.9710000,
Kepler-381 d,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,8.25629997,Transit,false,267.3230000,
Kepler-1887 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,19.94762184,Transit,false,1366.1800000,
Kepler-394 b,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,8.00503113,Transit,false,1058.7200000,164.78
Kepler-1266 c,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,4.86631012,Transit,false,849.3120000,
HIP 48714 b,Published Confirmed,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,17.81800000,Radial Velocity,false,10.5298000,
Kepler-1947 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,6.96363020,Transit,false,468.7710000,
GJ 687 c,Published Confirmed,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,727.56200000,Radial Velocity,false,4.5493900,
Kepler-1700 b,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,,,234.240658275,Transit,false,717.5970000,
HD 141004 b,Published Confirmed,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,HD 141004,,15.50830000,Radial Velocity,false,11.8148000,
TOI-244 b,Published Confirmed,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,,2.68000,7.39722500,Transit,false,22.0337000,7.30
Kepler-1916 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,31.25429420,Transit,false,2055.8200000,
Kepler-1989 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,10.16101503,Transit,false,1252.1300000,
Kepler-1990 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,1.73513303,Transit,false,392.7390000,
Kepler-2000 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,6.383157065,Transit,false,320.5880000,
Kepler-1995 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,73.757869725,Transit,false,595.3310000,
Kepler-1978 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,10.84966194,Transit,false,865.5120000,
Kepler-1979 b,Published Confirmed,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,,,18.50857123,Transit,false,1076.2700000,
